ID_REDE,CD_OPERADORA,NO_RAZAO,GR_MODALIDADE,DE_PORTE,ID_PLANO,CD_PLANO,TP_VIGENCIA_PLANO,CONTRATACAO,DE_TIPO_CONTRATACAO,DE_TIPO_MODALIDADE_FINM,SEGMENTACAO_ASSISTENCIAL,DE_TIPO_ABRANGENCIA_GEOGRAFICA,LG_FATOR_MODERADOR,DE_SITUACAO_PRINCIPAL,CD_SITUACAO_PLANO,ID_ESTABELECIMENTO_SAUDE,CD_CNPJ_ESTB_SAUDE,CD_CNES,NM_ESTABELECIMENTO_SAUDE,DE_CLAS_ESTB_SAUDE,LG_URGENCIA_EMERGENCIA,DE_TIPO_PRESTADOR,DE_TIPO_CONTRATO,DE_DISPONIBILIDADE,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,DT_VINCULO_INICIO,DT_VINCULO_FIM,NM_REGIAO,DT_ATUALIZACAO
1332086 87052112,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332086,400694991,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,87052112,07678950000119,2613743,SISTEMA DE ASSISTENCIA SOCIAL E DE SAUDE SASCDL,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
15441834 8306247,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,15441834,460709091,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8306247,24109530000130,3148823,CLINICA SANTA MARIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1331997 8305479,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1331997,425285993,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305479,08526006000109,2363070,HOSPITAL PEDRO I,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,1999-11-22,2018-03-22,NORDESTE,2024-07-24
16428068 8306247,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428068,CLUBE-041,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8306247,24109530000130,3148823,CLINICA SANTA MARIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
1332064 87052111,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332064,400705991,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,87052111,09379157000144,2363054,CLINICA DE OLHOS FRANCISCO PINTO LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
16428047 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428047,CLUBE-027,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
16428101 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428101,409114991,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
16428200 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428200,468190128,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
16428200 87052112,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428200,468190128,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87052112,07678950000119,2613743,SISTEMA DE ASSISTENCIA SOCIAL E DE SAUDE SASCDL,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
13670526 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670526,458322081,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332060 8306247,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332060,400707997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,8306247,24109530000130,3148823,CLINICA SANTA MARIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
16428137 8305479,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428137,459312080,P,COLETIVO,COLETIVO EMPRESARIAL,POSESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305479,08526006000109,2363070,HOSPITAL PEDRO I,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,2018-03-22,NORDESTE,2024-07-24
1506741 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506741,PMC1,A,COLETIVO,COLETIVO EMPRESARIAL,,Hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
15441711 8305479,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,15441711,460668090,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305479,08526006000109,2363070,HOSPITAL PEDRO I,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,2018-03-22,NORDESTE,2024-07-24
16428137 8305496,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428137,459312080,P,COLETIVO,COLETIVO EMPRESARIAL,POSESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305496,08846255000181,3006204,CLINICA SANTA CLARA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332090 87052111,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332090,400692995,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,87052111,09379157000144,2363054,CLINICA DE OLHOS FRANCISCO PINTO LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332090 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332090,400692995,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1506742 8305496,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506742,PMC2,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305496,08846255000181,3006204,CLINICA SANTA CLARA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1506742 8305494,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506742,PMC2,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305494,08834137000153,2362848,HOSPITAL ANTONIO TARGINO LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1506742 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506742,PMC2,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332092 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332092,400691997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-26,,NORDESTE,2024-07-24
1332092 8305479,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332092,400691997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305479,08526006000109,2363070,HOSPITAL PEDRO I,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-26,2018-03-22,NORDESTE,2024-07-24
15441750 87052111,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,15441750,460681097,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87052111,09379157000144,2363054,CLINICA DE OLHOS FRANCISCO PINTO LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
16428101 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428101,409114991,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332048 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332048,400713991,P,INDIVIDUAL,INDIVIDUAL OU FAMILIAR,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
16428089 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428089,409110998,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
1332054 8305494,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332054,400710997,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,41.0,8305494,08834137000153,2362848,HOSPITAL ANTONIO TARGINO LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
14869751 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,14869751,458662080,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332084 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332084,400695990,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332084 87075060,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332084,400695990,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87075060,01185687000140,2363178,SABINO ROLIN GUIMAROES FILHO CIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,2018-06-20,NORDESTE,2024-07-24
1332084 8305496,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332084,400695990,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305496,08846255000181,3006204,CLINICA SANTA CLARA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332084 8305479,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332084,400695990,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305479,08526006000109,2363070,HOSPITAL PEDRO I,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,2018-03-22,NORDESTE,2024-07-24
16428083 8306247,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428083,409108996,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8306247,24109530000130,3148823,CLINICA SANTA MARIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
13670530 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670530,458324088,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
16428194 8305494,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428194,468188126,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305494,08834137000153,2362848,HOSPITAL ANTONIO TARGINO LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
16428104 8306247,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428104,409115999,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8306247,24109530000130,3148823,CLINICA SANTA MARIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
13670534 87075060,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,13670534,458326084,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87075060,01185687000140,2363178,SABINO ROLIN GUIMAROES FILHO CIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,2018-06-20,NORDESTE,2024-07-24
16702148 183710369,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16702148,477041162,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,183710369,08833691000116,9524495,CLINICA DE PRONTO SOCORRO INFANTIL,Assistencia Hospitalar,1,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2019-08-05,,NORDESTE,2024-07-24
16428083 87052111,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428083,409108996,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87052111,09379157000144,2363054,CLINICA DE OLHOS FRANCISCO PINTO LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1332088 8305494,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332088,400693993,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305494,08834137000153,2362848,HOSPITAL ANTONIO TARGINO LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-26,,NORDESTE,2024-07-24
1332088 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1332088,400693993,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-26,,NORDESTE,2024-07-24
16428101 87075060,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428101,409114991,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87075060,01185687000140,2363178,SABINO ROLIN GUIMAROES FILHO CIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,2018-06-20,NORDESTE,2024-07-24
16428200 87075060,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428200,468190128,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,GRUPO DE ESTADOS,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87075060,01185687000140,2363178,SABINO ROLIN GUIMAROES FILHO CIA LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-06,2018-06-20,NORDESTE,2024-07-24
16428068 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16428068,CLUBE-041,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-06,,NORDESTE,2024-07-24
1506742 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506742,PMC2,A,COLETIVO,COLETIVO EMPRESARIAL,,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
1506741 8305496,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1506741,PMC1,A,COLETIVO,COLETIVO EMPRESARIAL,,Hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,25.0,8305496,08846255000181,3006204,CLINICA SANTA CLARA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2016-10-07,,NORDESTE,2024-07-24
18089173 87074645,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,18089173,481942180,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87074645,41210014000117,3148815,HOSPITAL DE OLHOS DE CAMPINA GRANDE SS LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2018-12-14,,NORDESTE,2024-07-24
1331997 146871260,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,1331997,425285993,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,146871260,09289992000193,,HOSPITAL JOAO XXIII LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,1999-11-22,2017-05-10,NORDESTE,2024-07-24
16760875 87052111,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16760875,478231173,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,87052111,09379157000144,2363054,CLINICA DE OLHOS FRANCISCO PINTO LTDA,Assistencia Hospitalar,0,Contratualizado,Indireto,Parcial,250400,CAMPINA GRANDE,PB,2017-05-30,,NORDESTE,2024-07-24
16760799 8305495,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16760799,478228173,P,COLETIVO,COLETIVO POR ADESAO,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,0,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305495,08841421000157,2315793,FUNDACAO ASSISTENCIAL DA PARAIBA FAP,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2017-05-30,,NORDESTE,2024-07-24
16386322 8305496,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16386322,470163131,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,8305496,08846255000181,3006204,CLINICA SANTA CLARA LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2013-11-06,,NORDESTE,2024-07-24
16386332 143535207,000701,UNIMED SEGUROS SAUDE S A,Seguradora,SEM BENEFICIARIOS,16386332,470164130,P,COLETIVO,COLETIVO EMPRESARIAL,PREESTABELECIDO,Amb + hosp c/ obst,NACIONAL,1,ATIVO COM COMERCIALIZACAO SUSPENSA,26.0,143535207,08830721000130,2613735,INST NEUROPSIQUIATRICO DE CAMPINA GRANDE SC LTDA,Assistencia Hospitalar,1,Contratualizado,Indireto,Total,250400,CAMPINA GRANDE,PB,2013-11-06,,NORDESTE,2024-07-24
